CODE_COMITE;CODE_CAMPAGNE;CODE_OFFRE;OFF_LIBELLE
044;23BFP800;D0V20;D0V20 BF L08 - DAXON MOVITEX
044;23BFP800;D0V21;D0V21 BF L08 - CAPITAL
044;23BFP800;D0V22;D0V22 BF L08 - LE CHASSEUR FRANCAIS
044;23BFP800;D0V23;D0V23 BF L08 - L-AMI DES JARDINS ET DE LA MAISON
044;23BFP800;D0V24;D0V24 BF L08 - RUSTICA
044;23BFP800;D0V25;D0V25 BF L08 - PARIS MATCH
044;23BFP800;D0V26;D0V26 BF L08 - ISIDORE PENVEN
044;23BFP800;D0V27;D0V27 BF L08 - WILLEMSE
044;23BFP800;D0V28;D0V28 BF L08 - FEMME ACTUELLE
044;23BFP800;D0V29;D0V29 BF L08 - MISSEGLE
044;23BFP800;D0V30;D0V30 BF L09 - INACTIFS 5-6 ANS
044;23BFP800;D0V31;D0V31 BF L09 - INACTIFS 5-6 ANS - CD92
044;23BFP800;D0V32;D0V32 BF L09 - TELERAMA
044;23BFP800;D0V33;D0V33 BF L09 - GOLF SENSATION
044;23BFP800;D0V34;D0V34 BF L09 - ABC DIET
044;23BFP800;D0V35;D0V35 BF L09 - CHALLENGE
044;23BFP800;D0V36;D0V36 BF L09 - LE CYCLE
044;23BFP800;D0V37;D0V37 BF L09 - NARBONNE ACCESSOIRES
044;23BFP800;D0V38;D0V38 BF L09 - COURRIER INTERNATIONAL
044;23BFP800;D0V39;D0V39 BF L09 - SANTE NATURELLE
044;23BFP800;D0V40;D0V40 BF L09 - CHAMPAGNE BOIZEL
044;23BFP800;D0V41;D0V41 BF L09 - LA VIE
044;23BFP800;D0V42;D0V42 BF L09 - PSYCHOLOGIES MAGAZINE
044;23BFP800;D0N67;D0N67 BF Fid Mai PA S1 - Nouveaux
044;23BFP800;D0N68;D0N68 BF Fid Mai PA S2 - Inactifs 36-48 mois
044;23BFP800;D0N69;D0N69 BF Fid Mai PA S3 - Genereux
044;23BFP800;D0N70;D0N70 BF Fid Mai PA S4 - Frequents moyens
044;23BFP800;D0N71;D0N71 BF Fid Mai PA S5 - Occasionnels moyens
044;23BFP800;D0N72;D0N72 BF Fid Mai PA S6 - Annuels moyens
044;23BFP800;D0N73;D0N73 BF Fid Mai PA S7 - Occasionnels petits
044;23BFP800;D0N74;D0N74 BF Fid Mai PA S8 - Annuels petits
044;23BFP800;D0N75;D0N75 BF Fid Mai PA Divers
044;23BFP800;D0V43;D0V43 BF L09 - MODE ET TRAVAUX
044;23BFP800;D0V44;D0V44 BF L09 - ACCORDEO SENIORS STABLES-SANTE
044;23BFP800;D0V45;D0V45 BF L09 - VIEILLEES DES CHAUMIERES
044;23BFP800;D0V46;D0V46 BF L09 - SENIORS MULTI DONATEURS
044;23BFP800;D0V47;D0V47 BF L09 - ID HOMMES
044;23BFP800;D0V48;D0V48 BF L09 - ARSEP
044;23BFP800;D0V49;D0V49 BF L09 - PREVENTION ROUTIERE (APR)
044;23BFP800;D0V50;D0V50 BF L09 - CONTRIBUABLES ASSOCIES
044;23BFP800;D0V51;D0V51 BF L09 - FRANCE ALZHEIMER
044;23BFP800;D0V52;D0V52 BF L09 - ACGGSO TOULOUSE
044;23BFP800;D0V53;D0V53 BF L09 - ACTION CONTRE LA FAIM - ACF
044;23BFP800;D0V54;D0V54 BF L09 - ACGA EST  WOIPPY
044;23BFP800;D0V55;D0V55 BF L09 - ORPHEOPOLIS
044;23BFP800;D0V56;D0V56 BF L09 - ACGA NORD 
044;23BFP800;D0V57;D0V57 BF L09 - ACGA OUEST ANGERS
044;23BFP800;D0V58;D0V58 BF L09 - SOCIETE D EDITION ARTISTES
044;23BFP800;D0V59;D0V59 BF L09 - ASS. DES PARALYSES DE FRANCE
044;23BFP800;D0V60;D0V60 BF L09 - GENEREUX UNADEV
044;23BFP800;D0V61;D0V61 BF L09 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0V62;D0V62 BF L09 - FEDE DES AVEUGLES DE FR
044;23BFP800;D0V63;D0V63 BF L09 - ORDRE DE MALTE
044;23BFP800;D0V64;D0V64 BF L09 - INSTITUT CERVEAU MOELLE EPI
044;23BFP800;D0V65;D0V65 BF L09 - VAINCRE LA MUCOVISCIDOSE VLM
044;23BFP800;D0V66;D0V66 BF L09 - UNICEF FRANCE
044;23BFP800;D0V67;D0V67 BF L09 - VITALYS ALPES
044;23BFP800;D0V68;D0V68 BF L09 - SANTE NATURE VITAL
044;23BFP800;D0V69;D0V69 BF L09 - LA POINTE DE PENMARC-H
044;23BFP800;D0V70;D0V70 BF L09 - FAMILLE MARY
044;23BFP800;D0V71;D0V71 BF L09 - PELERIN MAGAZINE
044;23BFP800;D0V72;D0V72 BF L09 - PAUL ET MARIE DECAYZAC
044;23BFP800;D0V73;D0V73 BF L09 - LABORATOIRE DOCTEUR PIERRE RICAUD
044;23BFP800;D0V74;D0V74 BF L09 - LINVOSGES
044;23BFP800;D0V75;D0V75 BF L09 - CONEX + VAD
044;23BFP800;D0V76;D0V76 BF L09 - DAMART
044;23BFP800;D0V77;D0V77 BF L09 - SEDAGYL
044;23BFP800;D0V78;D0V78 BF L09 - FEDE FRANCAISE DE LA RANDO
044;23BFP800;D0V79;D0V79 BF L09 - FRANCOISE SAGET
044;23BFP800;D0V80;D0V80 BF L09 - NOTRE TEMPS
044;23BFP800;D0V81;D0V81 BF L09 - DOMAINE APICOLE DE CHEZELLES
044;23BFP800;D0V82;D0V82 BF L09 - TEMPS L
044;23BFP800;D0V83;D0V83 BF L09 - TRADITIONS DU PERIGORD
044;23BFP800;D0V84;D0V84 BF L09 - TELE 7 JEUX
044;23BFP800;D0V85;D0V85 BF L09 - TELE 7 JOURS
044;23BFP800;D0V86;D0V86 BF L09 - NATURAVIGNON
044;23BFP800;D0V87;D0V87 BF L09 - AFIBEL
044;23BFP800;D0V88;D0V88 BF L09 - BLANCHE PORTE
044;23BFP800;D0V89;D0V89 BF L09 - TANDEM
044;23BFP800;D0V90;D0V90 BF L09 - PROFILIA CARITATIF
044;23BFP800;D0V91;D0V91 BF L09 - ATLAS FOR MEN
044;23BFP800;D0V92;D0V92 BF L09 - LE PARTICULIER
044;23BFP800;D0V93;D0V93 BF L09 - LE POINT
044;23BFP800;D0V94;D0V94 BF L09 - TOP SANTE
044;23BFP800;D0V95;D0V95 BF L09 - L-OBS
044;23BFP800;D0V96;D0V96 BF L09 - MYLIST
044;23BFP800;D0V97;D0V97 BF L09 - FOIES GRAS CHAMPION
044;23BFP800;D0V98;D0V98 BF L09 - SANTINNOV
044;23BFP800;D0V99;D0V99 BF L09 - CHASSE MAREE
044;23BFP800;D0W01;D0W01 BF L09 - GROUPE MARIE CLAIRE
044;23BFP800;D0W02;D0W02 BF L09 - TELE STAR
044;23BFP800;D0W03;D0W03 BF L09 - L-HOMME MODERNE
044;23BFP800;D0W04;D0W04 BF L09 - MAGNIFICAT
044;23BFP800;D0W05;D0W05 BF L09 - PLEINE VIE
044;23BFP800;D0W06;D0W06 BF L09 - YVES ROCHER VPC
044;23BFP800;D0W07;D0W07 BF L09 - YVES ROCHER MAGASINS
044;23BFP800;D0W08;D0W08 BF L09 - PRISMA POLE FEMININ
044;23BFP800;D0W09;D0W09 BF L09 - CONEX + PRESSE
044;23BFP800;D0W10;D0W10 BF L09 - PRISMA POLE TELE
044;23BFP800;D0W11;D0W11 BF L09 - WITT INTERNATIONAL
044;23BFP800;D0W12;D0W12 BF L09 - DAXON MOVITEX
044;23BFP800;D0W13;D0W13 BF L09 - CAPITAL
044;23BFP800;D0W14;D0W14 BF L09 - LE CHASSEUR FRANCAIS
044;23BFP800;D0W15;D0W15 BF L09 - L-AMI DES JARDINS ET DE LA MAISON
044;23BFP800;D0W16;D0W16 BF L09 - RUSTICA
044;23BFP800;D0W17;D0W17 BF L09 - PARIS MATCH
044;23BFP800;D0W18;D0W18 BF L09 - ISIDORE PENVEN
044;23BFP800;D0W19;D0W19 BF L09 - WILLEMSE
044;23BFP800;D0W20;D0W20 BF L09 - FEMME ACTUELLE
044;23BFP800;D0W21;D0W21 BF L09 - MISSEGLE
044;23BFP800;D0W22;D0W22 BF L10 - INACTIFS 5-6 ANS
044;23BFP800;D0W23;D0W23 BF L10 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0W24;D0W24 BF L10 - AFIBEL
044;23BFP800;D0W25;D0W25 BF L10 - MAGNIFICAT
044;23BFP800;D0W26;D0W26 BF L10 - WITT INTERNATIONAL
044;23BFP800;D0W27;D0W27 BF L10 -  BLANCHE PORTE DOM TOM
044;23BFP800;D0W28;D0W28 BF L10 - TANDEM DOM TOM
044;23BFP800;D0W30;D0W30 BF L11 - INACTIFS 5-6 ANS
044;23BFP800;D0W31;D0W31 BF L11 - INACTIFS 5-6 ANS - CD92
044;23BFP800;D0W32;D0W32 BF L11 - TELERAMA
044;23BFP800;D0W33;D0W33 BF L11 - GOLF SENSATION
044;23BFP800;D0W34;D0W34 BF L11 - ABC DIET
044;23BFP800;D0W35;D0W35 BF L11 - CHALLENGE
044;23BFP800;D0W36;D0W36 BF L11 - LE CYCLE
044;23BFP800;D0W37;D0W37 BF L11 - NARBONNE ACCESSOIRES
044;23BFP800;D0W38;D0W38 BF L11 - COURRIER INTERNATIONAL
044;23BFP800;D0W39;D0W39 BF L11 - SANTE NATURELLE
044;23BFP800;D0W40;D0W40 BF L11 - CHAMPAGNE BOIZEL
044;23BFP800;D0W41;D0W41 BF L11 - LA VIE
044;23BFP800;D0W42;D0W42 BF L11 - PSYCHOLOGIES MAGAZINE
044;23BFP800;D0W43;D0W43 BF L11 - MODE ET TRAVAUX
044;23BFP800;D0W44;D0W44 BF L11 - ACCORDEO SENIORS STABLES-SANTE
044;23BFP800;D0W45;D0W45 BF L11 - VIEILLEES DES CHAUMIERES
044;23BFP800;D0W46;D0W46 BF L11 - SENIORS MULTI DONATEURS
044;23BFP800;D0W47;D0W47 BF L11 - ID HOMMES
044;23BFP800;D0W48;D0W48 BF L11 - ARSEP
044;23BFP800;D0W49;D0W49 BF L11 - CONTRIBUABLES ASSOCIES
044;23BFP800;D0W50;D0W50 BF L11 - FRANCE ALZHEIMER
044;23BFP800;D0W51;D0W51 BF L11 - ACGGSO TOULOUSE
044;23BFP800;D0W52;D0W52 BF L11 - ACTION CONTRE LA FAIM - ACF
044;23BFP800;D0W53;D0W53 BF L11 - ACGA EST  WOIPPY
044;23BFP800;D0W54;D0W54 BF L11 - ORPHEOPOLIS
044;23BFP800;D0W55;D0W55 BF L11 - ACGA NORD 
044;23BFP800;D0W56;D0W56 BF L11 - ACGA OUEST ANGERS
044;23BFP800;D0W57;D0W57 BF L11 - SOCIETE D EDITION ARTISTES
044;23BFP800;D0W58;D0W58 BF L11 - ASS. DES PARALYSES DE FRANCE
044;23BFP800;D0W59;D0W59 BF L11 - GENEREUX UNADEV
044;23BFP800;D0W60;D0W60 BF L11 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0W61;D0W61 BF L11 - FEDE DES AVEUGLES DE FR
044;23BFP800;D0W62;D0W62 BF L11 - ORDRE DE MALTE
044;23BFP800;D0W63;D0W63 BF L11 - INSTITUT CERVEAU MOELLE EPI
044;23BFP800;D0W64;D0W64 BF L11 - VAINCRE LA MUCOVISCIDOSE VLM
044;23BFP800;D0W65;D0W65 BF L11 - UNICEF FRANCE
044;23BFP800;D0W66;D0W66 BF L11 - VITALYS ALPES
044;23BFP800;D0W67;D0W67 BF L11 - SANTE NATURE VITAL
044;23BFP800;D0W68;D0W68 BF L11 - LA POINTE DE PENMARC-H
044;23BFP800;D0W69;D0W69 BF L11 - FAMILLE MARY
044;23BFP800;D0W70;D0W70 BF L11 - PELERIN MAGAZINE
044;23BFP800;D0W71;D0W71 BF L11 - PAUL ET MARIE DECAYZAC
044;23BFP800;D0W72;D0W72 BF L11 - LABORATOIRE DOCTEUR PIERRE RICAUD
044;23BFP800;D0W73;D0W73 BF L11 - LINVOSGES
044;23BFP800;D0W74;D0W74 BF L11 - CONEX + VAD
044;23BFP800;D0W75;D0W75 BF L11 - DAMART
044;23BFP800;D0W76;D0W76 BF L11 - SEDAGYL
044;23BFP800;D0W77;D0W77 BF L11 - FEDE FRANCAISE DE LA RANDO
044;23BFP800;D0W78;D0W78 BF L11 - FRANCOISE SAGET
044;23BFP800;D0W79;D0W79 BF L11 - NOTRE TEMPS
044;23BFP800;D0W80;D0W80 BF L11 - DOMAINE APICOLE DE CHEZELLES
044;23BFP800;D0W81;D0W81 BF L11 - TEMPS L
044;23BFP800;D0W82;D0W82 BF L11 - TRADITIONS DU PERIGORD
044;23BFP800;D0W83;D0W83 BF L11 - TELE 7 JEUX
044;23BFP800;D0W84;D0W84 BF L11 - TELE 7 JOURS
044;23BFP800;D0W85;D0W85 BF L11 - NATURAVIGNON
044;23BFP800;D0W86;D0W86 BF L11 - AFIBEL
044;23BFP800;D0W87;D0W87 BF L11 - BLANCHE PORTE
044;23BFP800;D0W88;D0W88 BF L11 - TANDEM
044;23BFP800;D0W89;D0W89 BF L11 - PROFILIA CARITATIF
044;23BFP800;D0W90;D0W90 BF L11 - ATLAS FOR MEN
044;23BFP800;D0W91;D0W91 BF L11 - LE PARTICULIER
044;23BFP800;D0W92;D0W92 BF L11 - LE POINT
044;23BFP800;D0W93;D0W93 BF L11 - TOP SANTE
044;23BFP800;D0W94;D0W94 BF L11 - L-OBS
044;23BFP800;D0W95;D0W95 BF L11 - MYLIST
044;23BFP800;D0W96;D0W96 BF L11 - FOIES GRAS CHAMPION
044;23BFP800;D0W97;D0W97 BF L11 - SANTINNOV
044;23BFP800;D0W98;D0W98 BF L11 - CHASSE MAREE
044;23BFP800;D0W99;D0W99 BF L11 - GROUPE MARIE CLAIRE
044;23BFP800;D0X01;D0X01 BF L11 - TELE STAR
044;23BFP800;D0X02;D0X02 BF L11 - L-HOMME MODERNE
044;23BFP800;D0X03;D0X03 BF L11 - MAGNIFICAT
044;23BFP800;D0X04;D0X04 BF L11 - PLEINE VIE
044;23BFP800;D0X05;D0X05 BF L11 - YVES ROCHER VPC
044;23BFP800;D0X06;D0X06 BF L11 - YVES ROCHER MAGASINS
044;23BFP800;D0X07;D0X07 BF L11 - PRISMA POLE FEMININ
044;23BFP800;D0X08;D0X08 BF L11 - CONEX + PRESSE
044;23BFP800;D0X09;D0X09 BF L11 - PRISMA POLE TELE
044;23BFP800;D0X10;D0X10 BF L11 - WITT INTERNATIONAL
044;23BFP800;D0X11;D0X11 BF L11 - DAXON MOVITEX
044;23BFP800;D0X12;D0X12 BF L11 - CAPITAL
044;23BFP800;D0X13;D0X13 BF L11 - LE CHASSEUR FRANCAIS
044;23BFP800;D0X14;D0X14 BF L11 - L-AMI DES JARDINS ET DE LA MAISON
044;23BFP800;D0X15;D0X15 BF L11 - RUSTICA
044;23BFP800;D0X16;D0X16 BF L11 - PARIS MATCH
044;23BFP800;D0X17;D0X17 BF L11 - ISIDORE PENVEN
044;23BFP800;D0X18;D0X18 BF L11 - WILLEMSE
044;23BFP800;D0X19;D0X19 BF L11 - FEMME ACTUELLE
044;23BFP800;D0X20;D0X20 BF L11 - MISSEGLE
044;23BFP800;D0X21;D0X21 BF L12 - INACTIFS 5-6 ANS
044;23BFP800;D0X22;D0X22 BF L12 -  BLANCHE PORTE DOM TOM
044;23BFP800;D0X23;D0X23 BF L12 - TANDEM DOM TOM
044;23BFP800;D0X25;D0X25 BF INACTIFS + 7 ANS
044;23BFP800;D0O80;D0O80 BF PA Nov S2 - Inactifs 36-48 mois
044;23BFP800;D0O79;D0O79 BF PA Nov S1 - Nouveaux
044;23BFP800;D0O81;D0O81 BF PA Nov S3 - Genereux
044;23BFP800;D0O82;D0O82 BF PA Nov S4 - Frequents moyens
044;23BFP800;D0N19;D0N19 BF Janvier S1 - Nouveaux
044;23BFP800;D0N20;D0N20 BF Janvier S3 - Genereux
044;23BFP800;D0N21;D0N21 BF Janvier S4 - Frequents moyens
044;23BFP800;D0N22;D0N22 BF Janvier S5 - Occasionnels moyens
044;23BFP800;D0N23;D0N23 BF Janvier S6 - Annuels moyens
044;23BFP800;D0N24;D0N24 BF Janvier S7 - Occasionnels petits
044;23BFP800;D0N25;D0N25 BF Janvier S8 - Annuels petits
044;23BFP800;D0N26;D0N26 BF Janvier Divers
044;23BFP800;B0V51;B0V51 BF Mission Street fixe CD44 CAE 2023
044;24BFP800;E0D43;E0D43 BF Mission Street CD44 CAE 2024
044;24BFP800;D0Z12;D0Z12 BF Juin S2 PA - Inactifs 36-48 mois
044;24BFP800;D0Z11;D0Z11 BF Juin S1 PA - Nouveaux
044;24BFP800;D0Z13;D0Z13 BF Juin S3 PA - Genereux
044;24BFP800;D0Z14;D0Z14 BF Juin S4 PA - Frequents moyens
044;24BFP800;D0Z15;D0Z15 BF Juin S5 PA - Occasionnels moyens
044;24BFP800;D0Z16;D0Z16 BF Juin S6 PA - Annuels moyens
044;24BFP800;D0Z17;D0Z17 BF Juin S7 PA - Occasionnels petits
044;24BFP800;D0Z18;D0Z18 BF Juin S8 PA - Annuels petits
044;24BFP800;D0Z19;D0Z19 BF Juin S10 PA - Inactifs 48-60 mois
044;24BFP800;D0Z38;D0Z38 BF Juin  PA - Divers
044;24BFP800;E0D37;E0D37 BF Mission SP IDF AS 2024
044;24BFP800;E0E87;E0E87 BF Reactivation Dons PA
044;24BFP800;E0E84;E0E84 BF PA spontanes comites 2024
044;24BFP800;D0Y26;D0Y26 BF Mars S1 PA - Nouveaux
044;24BFP800;D0Y27;D0Y27 BF Mars S2  PA - Inactifs 36-48 mois
044;24BFP800;D0Y28;D0Y28 BF Mars S3 PA - Genereux
044;24BFP800;D0Y29;D0Y29 BF Mars S4 PA - Frequents moyens
044;24BFP800;D0Y30;D0Y30 BF Mars S5 PA - Occasionnels moyens
044;24BFP800;D0Y31;D0Y31 BF Mars S6 PA - Annuels moyens
044;24BFP800;D0Y32;D0Y32 BF Mars S7 PA - Occasionnels petits
044;24BFP800;D0Y33;D0Y33 BF Mars S8 PA - Annuels petits
044;24BFP800;D0Y34;D0Y34 BF Mars S10  PA - Inactifs 48-60 mois
044;24BFP800;D0Y53;D0Y53 BF Mars PA Divers
044;24BFP800;E0D36;E0D36 BF Mission Street IDF AS 2024
044;24BFP800;E1E84;E1E84 BF PA spontanes comites entreprises 2024
044;24BFP800;E0E85;E0E85 BF Brochure tout en un PA
044;24BFP800;E0E86;E0E86 BF Reliquat Telemarketing
044;24BFP800;D0Z39;D0Z39 BF Juillet S1 PA - Nouveaux
044;24BFP800;D0Z40;D0Z40 BF Juillet S2 PA - Inactifs 36-48 mois
044;24BFP800;D0Z41;D0Z41 BF Juillet S3 PA - Genereux
044;24BFP800;D0Z42;D0Z42 BF Juillet S4 PA - Frequents moyens
044;24BFP800;D0Z43;D0Z43 BF Juillet S5 PA - Occasionnels moyens
044;24BFP800;D0Z44;D0Z44 BF Juillet S6 PA - Annuels moyens
044;24BFP800;D0Z45;D0Z45 BF Juillet S7 PA - Occasionnels petits
044;24BFP800;D0Z46;D0Z46 BF Juillet S8 PA - Annuels petits
044;24BFP800;D0Z47;D0Z47 BF Juillet S10 PA - Inactifs 48-60 mois
044;24BFP800;D0Z66;D0Z66 BF Divers PA fid de juillet
044;24BFP800;D0Y16;D0Y16 BF Fevrier S1 - Nouveaux PA
044;24BFP800;D0Y17;D0Y17 BF Fevrier S2 - Inactifs 36-48 mois PA
044;24BFP800;D0Y18;D0Y18 BF Fevrier S3 - Genereux PA
044;24BFP800;D0Y19;D0Y19 BF Fevrier S4 - Frequents moyens PA
044;24BFP800;D0Y20;D0Y20 BF Fevrier S5 - Occasionnels moyens PA
044;24BFP800;D0Y21;D0Y21 BF Fevrier S6 - Annuels moyens PA
044;24BFP800;D0Y22;D0Y22 BF Fevrier S7 - Occasionnels petits PA
044;24BFP800;D0Y23;D0Y23 BF Fevrier S8 - Annuels petits PA
044;24BFP800;D0Y24;D0Y24 BF Fevrier S10 - Inactifs 48-60 mois PA
044;24BFP800;D0Y25;D0Y25 BF Fevrier Divers PA
044;24BFP800;D0Y82;D0Y82 BF Mai  PA S1 - Nouveaux
044;24BFP800;D0Y83;D0Y83 BF Mai S2 PA - Inactifs 36-48 mois
044;24BFP800;D0Y84;D0Y84 BF Mai PA S3 - Genereux
044;24BFP800;D0Y85;D0Y85 BF Mai PA S4 - Frequents moyens
044;24BFP800;D0Y86;D0Y86 BF Mai PA S5 - Occasionnels moyens
044;24BFP800;D0Y87;D0Y87 BF Mai PA S6 - Annuels moyens
044;24BFP800;D0Y88;D0Y88 BF Mai PA S7 - Occasionnels petits
044;24BFP800;D0Y89;D0Y89 BF Mai PA S8 - Annuels petits
044;24BFP800;D0Y90;D0Y90 BF Mai PA S10 - Inactifs 48-60 mois
044;24BFP800;D0Z10;D0Z10 BF Mai PA Divers
044;24BFP800;D0Y54;D0Y54 BF Avril S1 PA - Nouveaux
044;24BFP800;D0Y55;D0Y55 BF Avril S2 PA - Inactifs 36-48 mois
044;24BFP800;D0Y56;D0Y56 BF Avril S3 PA- Genereux
044;24BFP800;D0Y57;D0Y57 BF Avril S4 PA - Frequents moyens
044;24BFP800;D0Y58;D0Y58 BF Avril S5 PA - Occasionnels moyens
044;24BFP800;D0Y59;D0Y59 BF Avril S6 PA - Annuels moyens
044;24BFP800;D0Y60;D0Y60 BF Avril S7 PA - Occasionnels petits
044;24BFP800;D0Y61;D0Y61 BF Avril S8 PA - Annuels petits
044;24BFP800;D0Y62;D0Y62 BF Avril S10 PA - Inactifs 48-60 mois
044;24BFP800;D0Y81;D0Y81 BF Avril PA Divers
069;23BFP800;D0N76;D0N76 BF Juin S1 PA - Nouveaux
069;23BFP800;D0N77;D0N77 BF Juin S3  PA - Genereux
069;23BFP800;D0N78;D0N78 BF Juin S4 PA - Frequents moyens
069;23BFP800;D0N79;D0N79 BF Juin S5 PA - Occasionnels moyens
069;23BFP800;D0N80;D0N80 BF Juin S6 PA - Annuels moyens
069;23BFP800;D0N81;D0N81 BF Juin S7 PA - Occasionnels petits
069;23BFP800;D0N82;D0N82 BF Juin S8 PA - Annuels petits
069;23BFP800;D0N83;D0N83 BF Juin S1 PA - Nouveaux test
069;23BFP800;D0N84;D0N84 BF Juin S3 PA - Genereux test
069;23BFP800;D0N85;D0N85 BF Juin S4 PA - Frequents moyens test
069;23BFP800;D0N86;D0N86 BF Juin S5 PA - Occasionnels moyens test
069;23BFP800;D0N87;D0N87 BF Juin S6 PA - Annuels moyens test
069;23BFP800;D0N88;D0N88 BF Juin S7 PA - Occasionnels petits test
069;23BFP800;D0N89;D0N89 BF Juin S8 PA - Annuels petits test
069;23BFP800;D0N90;D0N90 BF Juin S1 PA - Nouveaux controle
069;23BFP800;D0N91;D0N91 BF Juin S3 PA - Genereux controle
069;23BFP800;D0N92;D0N92 BF Juin S4 PA - Frequents moyens controle
069;23BFP800;D0N93;D0N93 BF Juin S5 PA - Occas. moyens controle
069;23BFP800;D0N94;D0N94 BF Juin S6 PA - Annuels moyens controle
069;23BFP800;D0N95;D0N95 BF Juin S7 PA - Occas. petits controle
069;23BFP800;D0N96;D0N96 BF Juin S8 PA - Annuels petits controle
069;23BFP800;D0N97;D0N97 BF Juin  PA Divers
069;23BFP800;B0V47;B0V47 BF Mission hybride Street/SP CD69 2023 CAE
069;23BFP800;B0V40;B0V40 BF PA Spontanes Comites 2023
069;23BFP800;B0V42;B0V42 BF PA INTERNET 2023
069;23BFP800;B0V44;B0V44 BF Brochure tout en un PA
069;23BFP800;D0N59;D0N59 BF Avril PA S1 - Nouveaux
069;23BFP800;D0N60;D0N60 BF Avril PA S3 - Genereux
069;23BFP800;D0N61;D0N61 BF Avril PA S4 - Frequents moyens
069;23BFP800;D0N62;D0N62 BF Avril PA S5 - Occasionnels moyens
069;23BFP800;D0N63;D0N63 BF Avril PA S6 - Annuels moyens
069;23BFP800;D0N64;D0N64 BF Avril PA S7 - Occasionnels petits
069;23BFP800;D0N65;D0N65 BF Avril  PA S8 - Annuels petits
069;23BFP800;D0N66;D0N66 BF Avril PA Divers
069;23BFP800;D0N98;D0N98 BF Juillet S1 - Nouveaux
069;23BFP800;D0N99;D0N99 BF Juillet S2 - Inactifs 36-48 mois
069;23BFP800;D0O01;D0O01 BF Juillet S3 - Genereux
069;23BFP800;D0O02;D0O02 BF Juillet S4 - Frequents moyens
069;23BFP800;D0O03;D0O03 BF Juillet S5 - Occasionnels moyens
069;23BFP800;D0O04;D0O04 BF Juillet S6 - Annuels moyens
069;23BFP800;D0O05;D0O05 BF Juillet S7 - Occasionnels petits
069;23BFP800;D0O06;D0O06 BF Juillet S8 - Annuels petits
069;23BFP800;D0O23;D0O23 BF Juillet Divers
069;23BFP800;D0O07;D0O07 BF Juillet S1 - Nouveaux test
069;23BFP800;D0O08;D0O08 BF Juillet S2 - Inactifs 36-48 mois test
069;23BFP800;D0O09;D0O09 BF Juillet S3 - Genereux test
069;23BFP800;D0O10;D0O10 BF Juillet S4 - Frequents moyens test
069;23BFP800;D0O11;D0O11 BF Juillet S5 - Occasionnels moyens test
069;23BFP800;D0O12;D0O12 BF Juillet S6 - Annuels moyens test
069;23BFP800;D0O13;D0O13 BF Juillet S7 - Occasionnels petits test
069;23BFP800;D0O14;D0O14 BF Juillet S8 - Annuels petits test
069;23BFP800;D0O15;D0O15 BF Juillet S1 - Nouveaux controle
069;23BFP800;D0O16;D0O16 BF Juillet S2 - Inact 36-48 mois controle
069;23BFP800;D0O17;D0O17 BF Juillet S3 - Genereux controle
069;23BFP800;D0O18;D0O18 BF Juillet S4 - Frequents moyens controle
069;23BFP800;D0O19;D0O19 BF Juillet S5 - Occasion. moyens controle
069;23BFP800;D0O20;D0O20 BF Juillet S6 - Annuels moyens controle
069;23BFP800;D0O21;D0O21 BF Juillet S7 - Occasion. petits controle
069;23BFP800;D0O22;D0O22 BF Juillet S8 - Annuels petits controle
069;23BFP800;B0V63;B0V63 BF Mission test collecte PA  FITEX
069;23BFP800;D0O53;D0O53 BF PA FId Oct S4 - Frequents moyens
069;23BFP800;D0O54;D0O54 BF PA Fid Oct S5 - Occasionnels moyens
069;23BFP800;D0O55;D0O55 BF PA Fid Oct S6 - Annuels moyens
069;23BFP800;D0O50;D0O50 BF PA Fid Oct. S1 - Nouveaux
069;23BFP800;D0O51;D0O51 BF PA Fid Oct. S4 - Frequents moyens test
069;23BFP800;D0O52;D0O52 BF PA Fid Oct. S3 - Genereux
069;23BFP800;D0O56;D0O56 BF PA Fid Oct S7 - Occasionnels petits
069;23BFP800;D0O57;D0O57 BF PA Fid Oct S8 - Annuels petits
069;23BFP800;D0O58;D0O58 BF PA Fid Oct S10 - Inactifs 48-60 mois
069;23BFP800;D0O77;D0O77 BF PA Fid Oct Divers
069;23BFP800;D0U93;D0U93 BF L08 - TELE 7 JOURS
069;23BFP800;D0U94;D0U94 BF L08 - NATURAVIGNON
069;23BFP800;D0U95;D0U95 BF L08 - AFIBEL
069;23BFP800;D0U96;D0U96 BF L08 - BLANCHE PORTE
069;23BFP800;D0U97;D0U97 BF L08 - TANDEM
069;23BFP800;D0U98;D0U98 BF L08 - PROFILIA CARITATIF
069;23BFP800;D0U99;D0U99 BF L08 - ATLAS FOR MEN
069;23BFP800;D0V01;D0V01 BF L08 - LE PARTICULIER
069;23BFP800;D0V02;D0V02 BF L08 - LE POINT
069;23BFP800;D0V03;D0V03 BF L08 - TOP SANTE
069;23BFP800;D0V04;D0V04 BF L08 - L-OBS
069;23BFP800;D0V05;D0V05 BF L08 - MYLIST
069;23BFP800;D0V06;D0V06 BF L08 - FOIES GRAS CHAMPION
069;23BFP800;D0V07;D0V07 BF L08 - SANTINNOV
069;23BFP800;D0V08;D0V08 BF L08 - CHASSE MAREE
